sample_id	aDC	Adipocytes	Astrocytes	B-cells	Basophils	CD4+ memory T-cells	CD4+ naive T-cells	CD4+ T-cells	CD4+ Tcm	CD4+ Tem	CD8+ naive T-cells	CD8+ T-cells	CD8+ Tcm	CD8+ Tem	cDC	Chondrocytes	Class-switched memory B-cells	CLP	CMP	DC	Endothelial cells	Eosinophils	Epithelial cells	Erythrocytes	Fibroblasts	GMP	Hepatocytes	HSC	iDC	Keratinocytes	ly Endothelial cells	Macrophages	Macrophages M1	Macrophages M2	Mast cells	Megakaryocytes	Melanocytes	Memory B-cells	MEP	Mesangial cells	Monocytes	MPP	MSC	mv Endothelial cells	Myocytes	naive B-cells	Neurons	Neutrophils	NK cells	NKT	Osteoblast	pDC	Pericytes	Plasma cells	Platelets	Preadipocytes	pro B-cells	Sebocytes	Skeletal muscle	Smooth muscle	Tgd cells	Th1 cells	Th2 cells	Tregs	ImmuneScore	StromaScore	MicroenvironmentScore
TCGA-2A-A8VL-01A-21R-A37L-07	4.57933396108124e-19	2.31171384203092e-20	0.0181139872483486	4.77049576931186e-19	0.0143315744347396	0	0	0	0.0347029111299736	3.77180844180599e-19	0.00922657505691913	0	0.0164599060510633	0	0.00513034401366846	0.0166614246534757	2.18826504853569e-05	0.025546289230712	2.74031015830407e-19	8.33342615109657e-20	0.0246850688327461	1.64409818685669e-20	0.0850300675746203	6.00424873735782e-19	0.0247726095643512	0	0	0.0687038371623573	0.0150443263654234	0.0124979547374877	0.00814590364535379	0.00293333126906131	0	0.00577009241791528	0.00291420080558712	0.00199617908667472	0.0036840442257862	4.17056247547601e-18	0.0369042075938731	0.00660855505091084	4.43801065963039e-19	2.77250492543176e-19	0.104229600085302	0.0239377114475913	0.0026115977661801	3.47645482258921e-18	0.00591307622820503	1.24374598930028e-18	7.85395377628492e-19	0.0148485136595416	0.0401618658504409	0.00127431910340172	3.44886093865965e-18	0.0311003291636918	3.86429548180289e-19	9.16012422229482e-18	5.76293085322399e-19	0.00107342815944767	0	0.18800367628086	1.34051398944606e-18	0.0364965567573247	0.00295538633674105	0	0.00389835471643229	0.0247288391985486	0.0286271939149809
TCGA-2A-A8VO-01A-11R-A37L-07	0.0233896775188656	0.00143497599192331	0.0235896652674658	0	0.0265566885687352	4.19517803299575e-19	0	0	0.0400099817058316	0	0.016664237479878	3.16067159078325e-20	0.00403659965127686	2.54365921231313e-19	0.00517212975521007	0.0139767981567228	0.00931250284442447	0.00934095454749132	0	2.26652705950279e-19	0.0259649035229343	7.78876245768346e-19	0.0576853667996124	5.04705990961408e-19	0.0872991798303186	8.71158165231871e-19	5.88998859532654e-19	0.0826442187373579	4.57957137884479e-19	0.00068905604068119	0.00845142536980178	0.00588922652088777	0.00165331502630387	0.00411404599465558	0.00107051674723653	0.00567535515583013	0.00037707730657874	0	0.0546170298290407	2.12178153544348e-18	2.57712504496519e-18	0	0.116129934681846	0.0237688122658018	0.0973534470548263	4.00561136693491e-18	0.00201376747107892	6.67088071647701e-19	0	0.0205713856895225	0.0428531911298343	0.00152247621482878	3.06708908171808e-18	0.0319667630301604	0	0	0	0.00351249950245823	0.0389490006889692	0.165535428295963	1.0514541260802e-18	0.0486570908518731	1.03952816130208e-18	4.35990062056771e-19	0.0046398288454162	0.0573495296725881	0.0619893585180043
TCGA-2A-A8VT-01A-11R-A37L-07	0.0501544420289729	0	9.25426145705283e-19	0	0.0362633827990533	7.68401098430681e-19	0	3.16996118920543e-18	0.0623668110718636	1.75655585050422e-18	0.00609610977978273	0.00863773672374924	0.0170546627584704	5.06493185799086e-18	7.46517784835996e-05	0.0261813312195972	0.0258715000595337	3.47295535136352e-22	0	0.000393549411159521	0.0157647485762054	4.95494601795406e-05	0.0902109383989852	1.03103848780299e-21	0	0	0.000605037988326225	0.0884865327761203	0.00410662609005136	0.00883211729729089	0.000484636769530221	0.00256892464669993	0.00122977802006024	0.00412726258657899	0.0140754945664384	0.00201035239365901	0.00279031071274343	0	0.0412459162828378	0.00617684819382332	0	6.22179385394502e-19	0.100270285876382	0.0147036045347521	0.00270790942928617	1.20551877138374e-18	0.00422937225176932	0	0	0.000541777450279071	0.0560229088430706	3.25862109591663e-19	0.0252788935721767	0.0132069006648	0	0.00259537287455809	8.1202208673551e-18	0	1.21643866389081e-21	0	2.8167120360626e-19	0.0370106763133452	0	0	0.0171501698721511	0.0078823742881027	0.0250325441602538
TCGA-2A-A8VV-01A-11R-A37L-07	0	7.85099410170551e-05	0.0202215267580666	1.77595030402483e-18	0.00101077122870599	1.55000326960191e-19	1.48387198311574e-18	0	0.0191977473596648	2.15508846897049e-18	0.00496348835903777	2.21858613189425e-19	0.00837039118231576	0	0.00326652716245206	0.0317875753886278	0.0124600156388467	0.0226134936703439	0	0	0.0308719974521029	0.00101229203140466	0.0652915254737406	3.11168399315973e-19	0.0271246139327217	6.07387932662044e-19	9.71101365569283e-20	0.100344888106138	0.0365802521897749	0.00250767759818385	0.00303810971159504	1.42049103716166e-19	0	0.00214683706336184	0.00130096810532059	0.00575842629408515	0.000142103625880495	0	0.0594827743739039	0.00982361271294404	3.15476415440786e-18	0	0.121470211011851	0.0219524474441304	0.00611371242206631	0	0.00727183319313496	0	1.56561628199503e-18	0.0198597365351656	0.027727287779571	1.51755426392759e-19	0.00557007091027802	0.0233176489211432	0	0	2.32923916356847e-18	2.77262291402244e-20	0	0.209861532206911	0	0.0549837349729801	0.0155600145546786	0	0.0015421734244835	0.0290375606629209	0.0305797340874044
TCGA-2A-A8W1-01A-11R-A37L-07	0.0197723238797558	0	0	0.00361471904765911	0.0394124045655538	0.00468806389602631	1.87640717527365e-18	0	0.0323181012901212	0	0.0177673348743355	0	0.0194695716297948	0	0.00244187169855711	0	0.00469087284516005	0.035827946016674	0	0	0.000444844715473033	0	0.0449715046197877	0	4.13086874318475e-18	4.23058843401312e-18	3.79127808463117e-19	0	0	0.00208632617193883	2.61303687766702e-20	0.0148445573139154	1.26494310093989e-19	0.0155010031533093	0.0119133233453166	0.00216754807795441	0.00235385659569004	5.02266048594143e-18	0.0543523518828423	0	0	0	0.127337978981944	0.00262120090436406	0.00172480355522197	0	0.00235322521237419	5.87885373111733e-20	3.28842604506298e-18	0.00103110813858115	0.0652184791641534	0.00540687354048978	0	0.0357676569645783	0.00120552964684467	0.0541276193600863	0.00528809031170679	0.000429722818821694	1.01804700768347e-18	0.08264752631447	4.37529078315299e-18	0.0731599650614738	0.0616647702276301	0.0083292752143985	0.020248399804594	0.000222422357736519	0.0204708221623305
TCGA-2A-A8W3-01A-11R-A37L-07	0.03055682897111	0	0.0333055243006522	0	0.0496859518328495	7.29869727237029e-20	1.98676480113148e-19	1.30421085301233e-18	0.030156704583065	0	0.00209372365071144	1.41853582104409e-18	0.00173132822919778	4.554313693384e-19	0.0036371107525979	0.0189558251382761	7.39345514280763e-19	0.00800503945838862	0.00118250586358592	0	0.0760168763079666	0.00164034371632556	0.0506414899386097	2.60919766218535e-19	0.0324178606774851	0	0.00110240764828659	0.102609667048071	0	0.0028180522116257	0.0225446157750605	0	0	0.00448326009273022	0.012394354917981	0.00197578110624366	0.00296422776551095	5.31638412375629e-18	0.0520929138418365	0.000332127496124615	1.55451067044493e-19	5.74831950156094e-19	0.0779077863161907	0.0443107676057496	0.00384938195641487	1.9251565453521e-18	0.00217480475175117	0	8.84798369327353e-19	0.0141494444135154	0.0585375614724172	1.35435948412803e-18	0.0722551140061325	0.0433062785399323	1.10887072939264e-19	4.97798751282113e-18	2.85902673883865e-18	0	0	0.108316183133963	4.86054506481717e-18	0.0139163693894741	0.0322601298856651	0	0.00935646575620438	0.0542173684927258	0.0635738342489302
TCGA-CH-5737-01A-11R-1580-07	0.0182827964855517	1.00554490710627e-19	1.91067373830276e-18	0.0020993310436213	0.0473252812040375	1.64348311279745e-20	0	3.91044267894149e-18	0.0144165313491031	0	0	2.4123090218795e-18	0.0121850330168498	0	0.00529619694084905	0	0.0195791903395453	0.00132396444951971	0	0	0.0553461188734674	1.09359860800586e-18	0.0775780832665161	4.35483696493353e-19	0	4.14704323774466e-19	0.000885362199847695	0.0238018191636887	0	0.00649142377451971	0.0170964396719766	0.004355915844614	0.000160124880210508	0.00414799915277049	0.00395820265560235	0.00343464342901608	0.00381409877855893	2.9238712720877e-18	0.0311265256874333	0.00172101414333881	2.91403959600188e-18	5.36925147366043e-18	0.0982356387427736	0.0334927290865488	0.00278269843901616	5.72133926478148e-19	0.00276357504151266	2.55152608267147e-19	0	0.0024890095161702	0.0707171997627307	0.00198538532301086	0.0371834746329815	0.0470857539836464	0	0	0	0.00115246706342778	0	0.105520375773541	9.72509224221718e-18	0.022811878117607	0.0254471053624363	0.00131376434299955	0.00694229969589178	0.0276730594367337	0.0346153591326255
TCGA-CH-5738-01A-11R-1580-07	0.120536321081217	0	0.0961669952147886	0.0182107793373154	0.024498034583084	0.000751205354666016	6.84406243296748e-20	0	0.0212763963238399	4.65418979431746e-19	0	0	0.014948062810323	1.5030532121192e-20	0.0637087196904484	0.0343382069838485	0.0245325365936995	0.00488069246038713	3.32899450830671e-21	0.0100115113878742	0.0227216210884696	0.0042039448658717	0.0721387978909158	0	0.077665440777814	0.00807477412473167	0.00232681807870863	0.0557513562929389	0.128547880639575	0.00861589074805768	0.0043050906151647	0.0152668047296043	0.0125158338073506	0.00812084083786144	0.00570830443708379	0.00351255854534972	2.87953724249677e-18	0	0.0135330114780603	0.027634340097796	0.0193732783123021	0	0	0.0120667544848526	0.00235146212591509	0	0.00389656065567966	0.00244020806889217	0	0.00379290539467908	0.00409179352928669	0.00933420307320294	0.0108854202763603	0.0144405782327082	0	0.0414790132669946	1.97420610548961e-18	0.00153926515299244	1.44063589705279e-18	0.124706627060949	2.09934788268377e-19	0.00245893502320751	0.0142903815253414	0.0158554152032925	0.0501432207592958	0.0501935309331418	0.100336751692438
TCGA-CH-5739-01A-11R-1580-07	0.0615296707486778	0.000289563391776473	0.0750305664222208	7.2384493894813e-19	0.0155489414955699	0.00255985861756257	0	0	0.0157862265685538	0	0	0	0.0253113407210863	8.07070126864658e-20	0.0161065150866031	0.0939425570152266	0.0202255969474391	0.014749734113127	0	0.0032296729445604	0.0372110434945318	0.00137782896651205	0.0370761707862715	0	0.0746821302709911	9.60279159159944e-20	0.00196970696920443	0.149911587656241	0.066969410856721	0.000546957506817248	0.00847164405052544	0.00569656490375177	0.00227983752431975	0.0073440391774433	0.00628132975921923	0.00519701487461973	0.00307806076671506	0	0.0316089757582397	0.0136117508461877	2.88167214934641e-18	3.64534362973749e-19	0.0235481553934132	0.0176143973521754	0.007904565298472	4.85047799972119e-18	0.00445274063097216	0.000410404688539344	0	0.00637018047317965	0.0127552789454869	0.00189364843829394	0.017360851126772	0.0150482187300332	5.33244674076455e-20	0.0497247075804184	0	0.0001794484801282	0.000669052429928454	0.0835140008103901	0	0.00359356131422947	0.0292748253710813	0.0158094118394443	0.0113305341750552	0.0560913685786497	0.0674219027537049
TCGA-CH-5740-01A-11R-1580-07	0.0388256296408617	0	0.00256002098567518	0	0.0123067508013992	0.0030912600031592	1.03421539569898e-18	5.17091614131911e-20	0.00433135317922746	6.55679778326492e-19	0.00320004145556803	0	0.0257288352682932	0	0.00896972200088239	0.0279668015925102	0.0195334834705818	0.0197037056904607	1.06216144352848e-18	1.81237148208232e-05	0.00233436982244844	5.36368260733538e-20	0.0730920032124775	0	0	1.8841253009838e-18	0	0.0927438162871357	0.00716128832745885	0.00447718383187409	1.81709819937313e-19	0.00248625866521637	0	0.0035254115383844	0.0063319335935841	0.00075378034917668	0.0021092233852051	0	0.061083705031079	6.88775282247132e-05	5.35607332665973e-19	1.38406599465661e-19	0.0334526660187779	0.00155594668419045	0.00267450823512267	3.88619234328275e-19	0.0090396944088804	2.33540595705642e-19	0	0.00188171299542344	0.0429202181404791	0.00427632986505409	0	0.0158271918312534	0	6.86250463271727e-19	0	0	6.32346927518591e-19	0.247798934654554	0	0.06363374323519	0.0236089014895076	1.36366836400708e-19	0.00589087731574753	0.00116718491122422	0.00705806222697175
